train_loss,train_acc,val_loss,val_acc
3.1306692454407234,0.20481323136829852,2.7436594904866816,0.2995502730485063
2.6620475316631023,0.3337949860500592,2.5437879859539536,0.36395759717314485
2.383282195554848,0.43076212841974265,2.2937119962163495,0.46755541278509477
2.1241810548497173,0.5266253186407338,1.9340685244890183,0.5873755220044973
1.9319356560350571,0.5995865197406716,1.7679728303658706,0.6519434628975265
1.7942206927447066,0.6506292527247546,1.6373630712700933,0.6933825891423064
1.7026682632780739,0.6844503321892375,1.9039785825589675,0.6071313845165436
1.6233812850834923,0.7161237229280826,1.663071468486841,0.7018952778670093
1.5550576581070787,0.7415949097770017,1.5995555342947827,0.7057500803083842
1.507081779247137,0.7588366351538508,1.516438703616639,0.7433344041117893
1.4555674901761557,0.7807952469842034,1.3719850647997098,0.8043687761002248
1.414456564322835,0.7943036069127476,1.3031656208660225,0.8278188242852553
1.3847336987227261,0.8031552959595352,1.3815491314758412,0.7897526501766784
1.3520297654712912,0.8156600630256318,1.348480106357436,0.8016382910375843
1.324469657595199,0.825876638365348,1.2411244855676093,0.8464503694185673
1.296451652648924,0.83655486642179,1.1991267520210347,0.86267266302602
1.2764846863643946,0.8448445434656069,1.316018526936282,0.8327979441053646
1.2587780691787227,0.8511270347845286,1.2721115594273245,0.8395438483777706
1.2337526120104134,0.8593564962565986,1.218221436732458,0.8536781239961452
1.12685378226959,0.8998615041849822,1.0528757456334656,0.9158368133633151
1.1148462692872598,0.9049798277834648,1.0449098312046763,0.9153549630581432
1.102848737599851,0.9084121153730355,1.017469856714536,0.9322197237391584
1.0871411985746222,0.9132494329700327,1.0356469919855404,0.9179248313523932
1.079141779193429,0.9171433732763292,1.016256597277209,0.9272406039190492
1.0685761069325947,0.9200738644346761,1.032185486532506,0.9227433344041118
1.0596492696259683,0.9232452178800105,0.998368060477784,0.939126244779955
1.051369794574932,0.9274803797595391,0.9955676605454067,0.9355926758753614
1.0486798421102062,0.9268982958993196,1.021425787789087,0.9267587536138773
1.0447343898095642,0.9275606671885349,0.9897308898362706,0.9410536460006425
1.0312281698290595,0.9331205716464944,0.9663755088384,0.9492451011885641
1.0252679870071253,0.9345055297966721,0.9568568871138451,0.9476389335046579
1.0192709714913033,0.9370345838100399,0.9696168967890961,0.9469964664310954
1.0179429126832418,0.9375765239557616,0.9691699953313583,0.9423385801477674
1.0095125004053667,0.9394231348226652,0.9711526453667348,0.9468358496627047
0.9550559902245717,0.9588727644968988,0.896550482046248,0.9664310954063604
0.9467760022201809,0.9614419622247646,0.9021798540570902,0.9649855444908448
0.9421478921073431,0.9625459143734569,0.892414805688469,0.9656280115644074
0.940018893551581,0.9640312318098794,0.8902509251170858,0.9667523289431417
0.9360719706178016,0.96459324381285,0.8889028286190995,0.967876646321876
0.9311917997648872,0.9661588486782682,0.886182497905605,0.9686797301638291
0.9271164064242632,0.9666405732522431,0.8927720824392363,0.9651461612592355
0.9270306835232752,0.9662993516790108,0.8974229331917216,0.9654673947960167
0.9268747115194533,0.9664197828225045,0.8724459950425332,0.9717314487632509
0.9200126494080919,0.9692097709801087,0.8797492742002336,0.9688403469322198
0.9195775729801,0.9700327171273158,0.8853224435114532,0.9670735624799229
